Source,Sample No.,Sample type,Experiment type,Experiment kinematics,Confining pressure (MPa),Comment on published mechanical data,Comment on extra unpublished data ,Use strain-rate minimum or peak stress data?,Use tertiary creep or flow stress data?,Sample initial geometry,Sample initial diameter for compression (mm),Sample initial length for compression (mm),Sample length for shear (mm),sample width for shear (mm),sample height for shear (mm),T,T upper bound,T lower bound,Comment on T error,Grain size unit: diameter (D) or area (A),Initial median grain size D: (µm); A (µm^2),Initial grain size lower bound D: (µm); A (µm^2),Initial grain size upper bound D: (µm); A (µm^2),Method for grain size measurement,Grain size error comment,Technique used to collect microstructural data,Resolution,Strain at minimum rate/ peak stress as published,"Published strain type: Octahedral shear (O), Axial (A), Shear (S)?",True (T) or engineering (E) strain?,Stress (MPa) at minimum rate/ peak stress as published,"Published stress type: Octahedral shear (O), Axial (A), Shear (S)?",Strain and stress Error Comments,"Published strain rate type: Octahedral shear (O), Axial (A), Shear (S)?","If Axial, True (T) or engineering (E) strain rate?",Strain rate (/s) at minimum rate/ peak stress as published,Strain rate lower bound,Strain rate upper bound,Comment on rate error,Microstructural data at minimum rate/ peak stress,Grain size scale: diameter (D)? Area (A),Mean grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Median grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Grain size lower bound D: (µm); A (µm2) at minimum rate/ peak stress,Grain size lower bound D: (µm); A (µm2) at minimum rate/ peak stress,Comment on measurement error of grain size,Bulk reduced Schmid factor at minimum rate/ peak stress,Comment on bulk reduced Schmid factor ,Comment on sample geometry,Strain at tertiary strain rate/ flow stress as published,"Published strain type: Octahedral shear (O), Axial (A), Shear (S)?","If Axial, True (T) or engineering (E) strain?","Published stress type: Octahedral shear (O), Axial (A), Shear (S)?",Stress (MPa) at tertiary strain rate/ flow stress as published,Stress lower bound,Stress upper bound,Comment on strain and stress error,"Published strain rate type: Octahedral shear (O), Axial (A), Shear (S)?",True (T) or engineering (E) strain rate?,Strain rate (/s) at tertiary strain rate/ flow stress as published,Strain rate lower bound,Strain rate upper bound,Comment on strain rate error,Microstructural data at tertiary strain rate/ flow stress,Grain size scale: diameter (D)? Area (A),Mean grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Median grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size lower bound D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size lower bound D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size error comment,Bulk reduced Schmid factor at tertiary strain rate/ flow stress,Bulk reduced Schmid factor comment
,58,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,930,N/A,N/A,N/A,N/A,N/A,N/A,0.0104,A,E,6.45,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,59,H2O,,,0,,N/A,NO,NO, Cylindrical,34,102,N/A,N/A,N/A,-10,-9.5,-10.5,,D,9720,N/A,N/A,N/A,N/A,N/A,N/A,0.0086,A,E,7.26,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,60,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,710,N/A,N/A,N/A,N/A,N/A,N/A,0.0066,A,E,7.15,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,61,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,710,N/A,N/A,N/A,N/A,N/A,N/A,0.0087,A,E,6.91,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,62,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,800,N/A,N/A,N/A,N/A,N/A,N/A,0.0054,A,E,7.29,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,63,H2O,,,0,,N/A,NO,NO, Cylindrical,34,102,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1940,N/A,N/A,N/A,N/A,N/A,N/A,0.006,A,E,6.52,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,64,H2O,,,0,,N/A,NO,NO, Cylindrical,34,102,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1630,N/A,N/A,N/A,N/A,N/A,N/A,0.0062,A,E,7.08,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,65,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,670,N/A,N/A,N/A,N/A,N/A,N/A,0.0088,A,E,7.28,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,67,H2O,,,0,,N/A,NO,NO, Cylindrical,34,102,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1880,N/A,N/A,N/A,N/A,N/A,N/A,0.0106,A,E,7.06,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,68,H2O,,,0,,N/A,NO,NO, Cylindrical,34,102,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1630,N/A,N/A,N/A,N/A,N/A,N/A,0.0062,A,E,7.15,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,69,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1450,N/A,N/A,N/A,N/A,N/A,N/A,0.0053,A,E,8.07,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,70,H2O,,,0,,N/A,NO,NO, Cylindrical,34,102,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1940,N/A,N/A,N/A,N/A,N/A,N/A,0.0104,A,E,7.28,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,71,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1560,N/A,N/A,N/A,N/A,N/A,N/A,0.0098,A,E,7.29,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,72,H2O,,,0,,N/A,NO,NO, Cylindrical,34,102,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1660,N/A,N/A,N/A,N/A,N/A,N/A,0.0065,A,E,8.15,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,73,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,690,N/A,N/A,N/A,N/A,N/A,N/A,0.0088,A,E,6.92,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,74,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,690,N/A,N/A,N/A,N/A,N/A,N/A,0.0099,A,E,7.2,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,75,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,690,N/A,N/A,N/A,N/A,N/A,N/A,0.0074,A,E,7.58,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,76,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,660,N/A,N/A,N/A,N/A,N/A,N/A,0.0066,A,E,7.36,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,79,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,560,N/A,N/A,N/A,N/A,N/A,N/A,0.0099,A,E,7.3,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,80,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,600,N/A,N/A,N/A,N/A,N/A,N/A,0.0055,A,E,8.65,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Durham et al. (1983),11,H2O,Constant displacement rate,Uniaxial compression ,100,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,No,Light polarized photo ,N/A,N/A,N/A,N/A,25,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,14.6,N/A,N/A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,12,H2O,,,5,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,22.9,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,N/A,N/A,N/A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,14,H2O,,,50,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,24.4,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,20,N/A,N/A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,23,H2O,,,180,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-115,-114.5,-115.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,67.1,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,56,48,64,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,24,H2O,,,120,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-115,-114.5,-115.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,87.2,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,72.6,N/A,N/A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,25,H2O,,,90,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-115,-114.5,-115.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,93.9,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,78.1,N/A,N/A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,29,H2O,,,60,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-115,-114.5,-115.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,99.4,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,91.1,N/A,N/A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,30,H2O,,,200,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,51.2,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,31.2,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,31,H2O,,,200,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,10.7,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,<1,N/A,N/A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,37,H2O,,,100,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,65.5,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,52.7,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,38,H2O,,,50,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,63.7,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,49.2,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,39,H2O,,,150,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,58.6,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,49.2,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,40,H2O,,,200,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,48.8,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,31.7,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,41,H2O,,,225,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,25.6,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,10.4,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,42,H2O,,,200,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,45.1,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,N/A,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,43,H2O,,,200,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,51.8,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,32.3,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,44-1,H2O,,,100,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,75.6,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,60.2,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,44-2,H2O,,,100,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,21.9,N/A,N/A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,44-3,H2O,,,100,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,54.8,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,44-4,H2O,,,100,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,19.7,N/A,N/A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,44-5,H2O,,,100,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,50.4,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,55-1,H2O,,,38.8,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-115,-114.5,-115.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,104.9,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,86.7,N/A,N/A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,62-1,H2O,,,80,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-80,-79.5,-80.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,65.9,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,47.5,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,62-2,H2O,,,80,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-80,-79.5,-80.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,28.4,N/A,N/A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,62-3,H2O,,,80,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-79,-78.5,-79.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,43.7,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,62-4,H2O,,,80,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,64.8,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,62-5,H2O,,,80,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,41.7,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,63-1,H2O,,,125,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,55.9,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,39.7,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,63-2,H2O,,,125,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-77,-76.5,-77.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,21.1,N/A,N/A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
