Source,Sample No.,Sample type,Experiment type,Experiment kinematics,Confining pressure (MPa),Comment on published mechanical data,Comment on extra unpublished data ,Use strain-rate minimum or peak stress data?,Use tertiary creep or flow stress data?,Sample initial geometry,Sample initial diameter for compression (mm),Sample initial length for compression (mm),Sample length for shear (mm),sample width for shear (mm),sample height for shear (mm),T,T upper bound,T lower bound,Comment on T error,Grain size unit: diameter (D) or area (A),Initial median grain size D: (µm); A (µm^2),Initial grain size lower bound D: (µm); A (µm^2),Initial grain size upper bound D: (µm); A (µm^2),Method for grain size measurement,Grain size error comment,Technique used to collect microstructural data,Resolution,Strain at minimum rate/ peak stress as published,"Published strain type: Octahedral shear (O), Axial (A), Shear (S)?",True (T) or engineering (E) strain?,Stress (MPa) at minimum rate/ peak stress as published,"Published stress type: Octahedral shear (O), Axial (A), Shear (S)?",Strain and stress Error Comments,"Published strain rate type: Octahedral shear (O), Axial (A), Shear (S)?","If Axial, True (T) or engineering (E) strain rate?",Strain rate (/s) at minimum rate/ peak stress as published,Strain rate lower bound,Strain rate upper bound,Comment on rate error,Microstructural data at minimum rate/ peak stress,Grain size scale: diameter (D)? Area (A),Mean grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Median grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Grain size lower bound D: (µm); A (µm2) at minimum rate/ peak stress,Grain size lower bound D: (µm); A (µm2) at minimum rate/ peak stress,Comment on measurement error of grain size,Bulk reduced Schmid factor at minimum rate/ peak stress,Comment on bulk reduced Schmid factor ,Comment on sample geometry,Strain at tertiary strain rate/ flow stress as published,"Published strain type: Octahedral shear (O), Axial (A), Shear (S)?","If Axial, True (T) or engineering (E) strain?","Published stress type: Octahedral shear (O), Axial (A), Shear (S)?",Stress (MPa) at tertiary strain rate/ flow stress as published,Stress lower bound,Stress upper bound,Comment on strain and stress error,"Published strain rate type: Octahedral shear (O), Axial (A), Shear (S)?",True (T) or engineering (E) strain rate?,Strain rate (/s) at tertiary strain rate/ flow stress as published,Strain rate lower bound,Strain rate upper bound,Comment on strain rate error,Microstructural data at tertiary strain rate/ flow stress,Grain size scale: diameter (D)? Area (A),Mean grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Median grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size lower bound D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size lower bound D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size error comment,Bulk reduced Schmid factor at tertiary strain rate/ flow stress,Bulk reduced Schmid factor comment
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1403.27,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,8.3,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1500.98,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,7.74,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1699.6,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,6.9,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1802.35,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,7.74,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mellor and Cole (1982),06CL,H2O,Constant stress,Uniaxial compression ,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0085,A,E?,3.11,A,N/A,A,E?,6.33E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,08CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0069,A,E?,3.06,A,N/A,A,E?,6.02E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,09CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0095,A,E?,3.07,A,N/A,A,E?,6.57E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,11CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0096,A,E?,2.34,A,N/A,A,E?,2.60E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,17CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0083,A,E?,3.65,A,N/A,A,E?,1.27E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,28CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.011,A,E?,1.86,A,N/A,A,E?,1.63E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,32CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0101,A,E?,3.76,A,N/A,A,E?,2.17E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,36CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0094,A,E?,2.11,A,N/A,A,E?,3.45E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,38CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0083,A,E?,3.26,A,N/A,A,E?,1.65E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,42CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0095,A,E?,2.63,A,N/A,A,E?,8.34E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,45CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0084,A,E?,3.67,A,N/A,A,E?,2.64E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,70CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0098,A,E?,3.67,A,N/A,A,E?,2.47E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,71CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.008,A,E?,3.68,A,N/A,A,E?,2.44E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,95CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0108,A,E?,1.25,A,N/A,A,E?,5.83E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,96CL,H2O,,,0,,N/A,YES,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0101,A,E?,0.8,A,N/A,A,E?,1.02E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,97CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0064,A,E?,2.35,A,N/A,A,E?,2.51E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,98CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0072,A,E?,1.54,A,N/A,A,E?,5.29E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,99CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0094,A,E?,1.54,A,N/A,A,E?,7.80E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,100CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0066,A,E?,1.84,A,N/A,A,E?,1.16E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,101CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0071,A,E?,2,A,N/A,A,E?,1.67E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,115CL,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0084,A,E?,2,A,N/A,A,E?,1.80E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,116CL,H2O,,,0,,N/A,YES,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0095,A,E?,1,A,N/A,A,E?,2.27E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,117CL,H2O,,,0,,N/A,YES,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0102,A,E?,0.8,A,N/A,A,E?,1.03E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,94CL,H2O,,,0,,N/A,YES,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0084,A,E?,1,A,N/A,A,E?,2.25E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,01CD,H2O,Constant displacement rate,,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0141,A,E?,2.74,A,N/A,A,E?,6.90E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,02CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0156,A,E?,2.59,A,N/A,A,E?,6.11E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,04CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0124,A,E?,3.03,A,N/A,A,E?,6.20E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,05CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0115,A,E?,3.04,A,N/A,A,E?,5.91E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,10CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0106,A,E?,2.32,A,N/A,A,E?,2.65E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,12CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0111,A,E?,3.37,A,N/A,A,E?,8.35E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,13CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.012,A,E?,3.47,A,N/A,A,E?,1.13E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,14CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0093,A,E?,3.63,A,N/A,A,E?,2.20E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,16CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0023,A,E?,5.5,A,N/A,A,E?,8.32E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,22CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0025,A,E?,7.48,A,N/A,A,E?,7.95E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,23CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0038,A,E?,10.02,A,N/A,A,E?,1.14E-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,24CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0039,A,E?,5.14,A,N/A,A,E?,1.03E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,31CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0093,A,E?,4.08,A,N/A,A,E?,5.14E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,35CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0126,A,E?,2.06,A,N/A,A,E?,2.30E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,39CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0112,A,E?,3.23,A,N/A,A,E?,1.23E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,40CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0101,A,E?,3.18,A,N/A,A,E?,1.34E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,43CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0109,A,E?,3.21,A,N/A,A,E?,1.15E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,46CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0088,A,E?,3.2,A,N/A,A,E?,1.32E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,52CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0124,A,E?,1.67,A,N/A,A,E?,1.63E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
