,Source,Sample No.,Experiment type,Experiment kinematics,Confining pressure (MPa),Comment on published mechanical data,Comment on extra unpublished data ,Use strain-rate minimum or peak stress data?,Use tertiary creep or flow stress data?,Sample initial geometry,Sample initial diameter for compression (mm),Sample initial length for compression (mm),Sample length for shear (mm),sample width for shear (mm),sample height for shear (mm),T,T upper bound,T lower bound,Comment on T error,Grain size unit: diameter (D) or area (A),Initial median grain size D: (µm); A (µm^2),Initial grain size lower bound D: (µm); A (µm^2),Initial grain size upper bound D: (µm); A (µm^2),Method for grain size measurement,Grain size error comment,Technique used to collect microstructural data,Resolution,Strain at minimum rate/ peak stress as published,"Published strain type: Octahedral shear (O), Axial (A), Shear (S)?",True (T) or engineering (E) strain?,Stress (MPa) at minimum rate/ peak stress as published,"Published stress type: Octahedral shear (O), Axial (A), Shear (S)?",Strain and stress Error Comments,"Published strain rate type: Octahedral shear (O), Axial (A), Shear (S)?","If Axial, True (T) or engineering (E) strain rate?",Strain rate (/s) at minimum rate/ peak stress as published,Strain rate lower bound,Strain rate upper bound,Comment on rate error,Microstructural data at minimum rate/ peak stress,Grain size scale: diameter (D)? Area (A),Mean grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Median grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Grain size lower bound D: (µm); A (µm2) at minimum rate/ peak stress,Comment on measurement error of grain size,Bulk reduced Schmid factor at minimum rate/ peak stress,Comment on bulk reduced Schmid factor ,Comment on sample geometry,Strain at tertiary strain rate/ flow stress as published,"If Axial, True (T) or engineering (E) strain?",Stress (MPa) at tertiary strain rate/ flow stress as published,Stress lower bound,Stress upper bound,Comment on strain and stress error,True (T) or engineering (E) strain rate?,Strain rate (/s) at tertiary strain rate/ flow stress as published,Comment on strain rate error,Microstructural data at tertiary strain rate/ flow stress,Mean grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Median grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size lower bound D: (µm); A (µm2) at tertiary strain rate/ flow stress,Bulk reduced Schmid factor at tertiary strain rate/ flow stress,Bulk reduced Schmid factor comment
65,Jones & Chew (1981),N/A,Constant stress,Uniaxial compression,0,High strain rate (5E-4/s) but without confining pressure. Sample cracking is very possible during deformation. These data are in duplicate with Jones & Chew (1983). We use the latter one for modelling as it includes more data points.,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1699.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,E?,6.9,N/A,Stress digitised from Fig. 1.,N/A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
66,Jones & Chew (1981),N/A,Constant stress,Uniaxial compression,0,High strain rate (5E-4/s) but without confining pressure. Sample cracking is very possible during deformation. These data are in duplicate with Jones & Chew (1983). We use the latter one for modelling as it includes more data points.,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1802.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,E?,7.74,N/A,Stress digitised from Fig. 1.,N/A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
67,Mellor and Cole (1982),06CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0085,N/A,E?,3.11,N/A,N/A,N/A,E?,6.33E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
68,Mellor and Cole (1982),08CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0069,N/A,E?,3.06,N/A,N/A,N/A,E?,6.02E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69,Mellor and Cole (1982),09CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0095,N/A,E?,3.07,N/A,N/A,N/A,E?,6.57E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70,Mellor and Cole (1982),11CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0096,N/A,E?,2.34,N/A,N/A,N/A,E?,2.60E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
71,Mellor and Cole (1982),17CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0083,N/A,E?,3.65,N/A,N/A,N/A,E?,1.27E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72,Mellor and Cole (1982),28CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.011,N/A,E?,1.86,N/A,N/A,N/A,E?,1.63E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73,Mellor and Cole (1982),32CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0101,N/A,E?,3.76,N/A,N/A,N/A,E?,2.17E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
74,Mellor and Cole (1982),36CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0094,N/A,E?,2.11,N/A,N/A,N/A,E?,3.45E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75,Mellor and Cole (1982),38CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0083,N/A,E?,3.26,N/A,N/A,N/A,E?,1.65E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
76,Mellor and Cole (1982),42CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0095,N/A,E?,2.63,N/A,N/A,N/A,E?,8.34E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
77,Mellor and Cole (1982),45CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0084,N/A,E?,3.67,N/A,N/A,N/A,E?,2.64E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
78,Mellor and Cole (1982),70CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0098,N/A,E?,3.67,N/A,N/A,N/A,E?,2.47E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
79,Mellor and Cole (1982),71CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.008,N/A,E?,3.68,N/A,N/A,N/A,E?,2.44E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
80,Mellor and Cole (1982),95CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0108,N/A,E?,1.25,N/A,N/A,N/A,E?,5.83E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
81,Mellor and Cole (1982),96CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0101,N/A,E?,0.8,N/A,N/A,N/A,E?,1.02E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
82,Mellor and Cole (1982),97CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0064,N/A,E?,2.35,N/A,N/A,N/A,E?,2.51E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
83,Mellor and Cole (1982),98CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0072,N/A,E?,1.54,N/A,N/A,N/A,E?,5.29E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84,Mellor and Cole (1982),99CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0094,N/A,E?,1.54,N/A,N/A,N/A,E?,7.80E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
85,Mellor and Cole (1982),100CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0066,N/A,E?,1.84,N/A,N/A,N/A,E?,1.16E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
86,Mellor and Cole (1982),101CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0071,N/A,E?,2,N/A,N/A,N/A,E?,1.67E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
87,Mellor and Cole (1982),115CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0084,N/A,E?,2,N/A,N/A,N/A,E?,1.80E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
88,Mellor and Cole (1982),116CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0095,N/A,E?,1,N/A,N/A,N/A,E?,2.27E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
89,Mellor and Cole (1982),117CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0102,N/A,E?,0.8,N/A,N/A,N/A,E?,1.03E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
90,Mellor and Cole (1982),94CL,Constant stress,Uniaxial compression,0,Full creep curves (Figs. 4-6). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0084,N/A,E?,1,N/A,N/A,N/A,E?,2.25E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
91,Mellor and Cole (1982),01CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0141,N/A,E?,2.74,N/A,N/A,N/A,E?,6.90E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
92,Mellor and Cole (1982),02CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0156,N/A,E?,2.59,N/A,N/A,N/A,E?,6.11E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
93,Mellor and Cole (1982),04CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0124,N/A,E?,3.03,N/A,N/A,N/A,E?,6.20E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
94,Mellor and Cole (1982),05CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0115,N/A,E?,3.04,N/A,N/A,N/A,E?,5.91E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
95,Mellor and Cole (1982),10CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0106,N/A,E?,2.32,N/A,N/A,N/A,E?,2.65E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
96,Mellor and Cole (1982),12CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0111,N/A,E?,3.37,N/A,N/A,N/A,E?,8.35E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
97,Mellor and Cole (1982),13CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.012,N/A,E?,3.47,N/A,N/A,N/A,E?,1.13E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
98,Mellor and Cole (1982),14CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0093,N/A,E?,3.63,N/A,N/A,N/A,E?,2.20E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
99,Mellor and Cole (1982),16CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0023,N/A,E?,5.5,N/A,N/A,N/A,E?,8.32E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100,Mellor and Cole (1982),22CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0025,N/A,E?,7.48,N/A,N/A,N/A,E?,7.95E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
101,Mellor and Cole (1982),23CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0038,N/A,E?,10.02,N/A,N/A,N/A,E?,1.14E-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
102,Mellor and Cole (1982),24CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0039,N/A,E?,5.14,N/A,N/A,N/A,E?,1.03E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
103,Mellor and Cole (1982),31CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0093,N/A,E?,4.08,N/A,N/A,N/A,E?,5.14E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
104,Mellor and Cole (1982),35CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0126,N/A,E?,2.06,N/A,N/A,N/A,E?,2.30E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
105,Mellor and Cole (1982),39CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0112,N/A,E?,3.23,N/A,N/A,N/A,E?,1.23E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
106,Mellor and Cole (1982),40CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0101,N/A,E?,3.18,N/A,N/A,N/A,E?,1.34E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
107,Mellor and Cole (1982),43CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0109,N/A,E?,3.21,N/A,N/A,N/A,E?,1.15E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
